,score,text,token_review
413,0, 영 자 언니 진심 묻어나고 남 과 조금 다른 우회 개그 코드 너무 좋아요 건강 관리 잘 하세요  ,"['영', '자', '언니', '진심', '묻어나고', '남', '과', '조금', '다른', '우회', '개그', '코드', '너무', '좋아요', '건강', '관리', '잘', '하세요']"
414,0, 올해 대상 가자  이영자 대상 번 보사 받았다는 건 대한민국 방송국 정말 이상하다는 증거  ,"['올해', '대상', '가자', '이영자', '대상', '번', '보사', '받았다는', '건', '대한민국', '방송국', '정말', '이상하다는', '증거']"
415,0, 착하고 예민한 열등감 생기지 ,"['착하고', '예민한', '열등감', '생기지']"
416,0, 거북이 토끼 와 경주 이야기 결과 에서만 깨달음 가졌었는데 시작 부터 남다른 이야기 였다는 걸 이영자 씨 통해 깨닫네요  남다른 통찰 력 감동 했습니다  ,"['거북이', '토끼', '와', '경주', '이야기', '결과', '에서만', '깨달음', '가졌었는데', '시작', '부터', '남다른', '이야기', '였다는', '걸', '이영자', '씨', '통해', '깨닫네요', '남다른', '통찰', '력', '감동', '했습니다']"
417,1, 어떤 새 낀 마누라 한테 열등감 있어서 돈 떼 처 먹고도 적반하장 오리발 인데 ,"['어떤', '새', '낀', '마누라', '한테', '열등감', '있어서', '돈', '떼', '처', '먹고도', '적반하장', '오리발', '인데']"
418,1, 자유 반역 땅 실체  총풍 사건  1997년    quot ; 대선 전  판문점 남한 총 쏴 달라 북한 요청  quot ;  세 풍 사건  1998년    quot ; 기업 협박  거액 불법 대선 자금 착취  quot ;  트럭 채 뇌물 수뢰 사건  2002년   일명   quot ; 차 떼기 사건  quot ;   quot ; 25 톤 탑차 현금 채운 뒤 트럭 통째 배달  약 800억  quot ;  친일 재산 환수 법 100 반대 사건  2005년    quot ; 친일파 친일행위 축재 재산 국가 환수 반대  quot ;  선거 관리 위원회 디도스 해킹 부정선거  2011년   일명   quot ; 1026 부정선거  quot ; 소멸 가게  ,"['자유', '반역', '땅', '실체', '총풍', '사건', '1997년', 'quot', ';', '대선', '전', '판문점', '남한', '총', '쏴', '달라', '북한', '요청', 'quot', ';', '세', '풍', '사건', '1998년', 'quot', ';', '기업', '협박', '거액', '불법', '대선', '자금', '착취', 'quot', ';', '트럭', '채', '뇌물', '수뢰', '사건', '2002년', '일명', 'quot', ';', '차', '떼기', '사건', 'quot', ';', 'quot', ';', '25', '톤', '탑차', '현금', '채운', '뒤', '트럭', '통째', '배달', '약', '800억', 'quot', ';', '친일', '재산', '환수', '법', '100', '반대', '사건', '2005년', 'quot', ';', '친일파', '친일행위', '축재', '재산', '국가', '환수', '반대', 'quot', ';', '선거', '관리', '위원회', '디도스', '해킹', '부정선거', '2011년', '일명', 'quot', ';', '1026', '부정선거', 'quot', ';', '소멸', '가게']"
419,1, 정말 재앙 오는구나  이렇게 서민 완전 파탄 지경 인데 그저 생각 김정은 수령 어떻게 퍼 줄 수 없을까 지랄 있으니 딱하고 분통 터지네  ,"['정말', '재앙', '오는구나', '이렇게', '서민', '완전', '파탄', '지경', '인데', '그저', '생각', '김정은', '수령', '어떻게', '퍼', '줄', '수', '없을까', '지랄', '있으니', '딱하고', '분통', '터지네']"
420,1, 대통령 명 잘못 뽑아놓으니까 나라 전체 파국 치닫네 ;;;; ,"['대통령', '명', '잘못', '뽑아놓으니까', '나라', '전체', '파국', '치닫네', ';;;;']"
421,1, 연합 그렇게 나라 걱정 되면 너희 받는 세금 연 300억 부터 뱉어내라  세금 받아 쳐 먹고 맨날 나라 망하길 바라는 기사 쓰고 자빠졌냐 ,"['연합', '그렇게', '나라', '걱정', '되면', '너희', '받는', '세금', '연', '300억', '부터', '뱉어내라', '세금', '받아', '쳐', '먹고', '맨날', '나라', '망하길', '바라는', '기사', '쓰고', '자빠졌냐']"
422,1, 웃기 있네 이명 박근혜 시절 대출 완화 해서 빚내 라 빚내 라 해놓고 이제 와서 정부 탓 해  연합 과 무뇌 콜라보 ,"['웃기', '있네', '이명', '박근혜', '시절', '대출', '완화', '해서', '빚내', '라', '빚내', '라', '해놓고', '이제', '와서', '정부', '탓', '해', '연합', '과', '무뇌', '콜라보']"
423,1, 이렇게 만든 게 애 당초 금리 인하 대출 주도한 최경환 잖아요 여파 몇 년 갈 텐데  어찌 이렇게 무식한 정책 건지 ,"['이렇게', '만든', '게', '애', '당초', '금리', '인하', '대출', '주도한', '최경환', '잖아요', '여파', '몇', '년', '갈', '텐데', '어찌', '이렇게', '무식한', '정책', '건지']"
424,0, 자영 업자 누가 빚 내서 경쟁력 없는 가게 차리라 했나  자 영업 실패하는 게 정부 때문 아니라 손님 에게 선택 받지 해서다 자 영업 실패하지 않으려면 분야 최고 돼야 거 어설프게 시작 하지 말고 ,"['자영', '업자', '누가', '빚', '내서', '경쟁력', '없는', '가게', '차리라', '했나', '자', '영업', '실패하는', '게', '정부', '때문', '아니라', '손님', '에게', '선택', '받지', '해서다', '자', '영업', '실패하지', '않으려면', '분야', '최고', '돼야', '거', '어설프게', '시작', '하지', '말고']"
425,0, 서민 경제 죽어나가는데  매년 공무원 연봉 또박또박 올라간다  마치 조선시대 농민 착취 양반 처럼  국민 건강 보험 공단 평균 연봉 6200만 원  실직자 에게 매달 20만 원 씩 건 보료 뜯어가는 사회 정의 냐  간호사 보다 건강 보험 공단 직원 월급 많은 게 정상 이냐  ,"['서민', '경제', '죽어나가는데', '매년', '공무원', '연봉', '또박또박', '올라간다', '마치', '조선시대', '농민', '착취', '양반', '처럼', '국민', '건강', '보험', '공단', '평균', '연봉', '6200만', '원', '실직자', '에게', '매달', '20만', '원', '씩', '건', '보료', '뜯어가는', '사회', '정의', '냐', '간호사', '보다', '건강', '보험', '공단', '직원', '월급', '많은', '게', '정상', '이냐']"
426,1, 문 재원 쳐 뽑고 박근혜 대통령 탄핵 당했다고 공짜 술 안주 쳐 돌리던 장사 잘 있냐  ,"['문', '재원', '쳐', '뽑고', '박근혜', '대통령', '탄핵', '당했다고', '공짜', '술', '안주', '쳐', '돌리던', '장사', '잘', '있냐']"
427,0, 와중 11월 부터 건강 보험 연금 보험 각각 6  7만 원 올렸더군요  ,"['와중', '11월', '부터', '건강', '보험', '연금', '보험', '각각', '6', '7만', '원', '올렸더군요']"
428,0, 국민연금 너무 부담 된다  개 같은 라디오 광고 하지 마라  낸 보다 더 많이 받는다고  국가 책임진다고  내 노후 내 책임질 테 니까 국민연금 없애라  ,"['국민연금', '너무', '부담', '된다', '개', '같은', '라디오', '광고', '하지', '마라', '낸', '보다', '더', '많이', '받는다고', '국가', '책임진다고', '내', '노후', '내', '책임질', '테', '니까', '국민연금', '없애라']"
429,0, 지방 빈 상가 많고 한데 집값 떨어지지 않는 이유 뭘 까  그리고 지금 까지 조용하다 금리 025 올렸다고 당장 이라도 나라 망할 처럼 이야기 뭐  가계부채 얼 지는 알 그런 소릴 건가  나라 정말 힘들게 되는 가게 부채 중 집값 뻥튀기 된 돈 들임  그걸 회수 방법 금리 인상 밖에는 없음  금리 차가 계속 벌어질수록 외국 자본 유출 기업 힘들게 경제 어렵게 것임  그래서 부동산 버블 무서운 것임  ,"['지방', '빈', '상가', '많고', '한데', '집값', '떨어지지', '않는', '이유', '뭘', '까', '그리고', '지금', '까지', '조용하다', '금리', '025', '올렸다고', '당장', '이라도', '나라', '망할', '처럼', '이야기', '뭐', '가계부채', '얼', '지는', '알', '그런', '소릴', '건가', '나라', '정말', '힘들게', '되는', '가게', '부채', '중', '집값', '뻥튀기', '된', '돈', '들임', '그걸', '회수', '방법', '금리', '인상', '밖에는', '없음', '금리', '차가', '계속', '벌어질수록', '외국', '자본', '유출', '기업', '힘들게', '경제', '어렵게', '것임', '그래서', '부동산', '버블', '무서운', '것임']"
430,0, 건 보료 국민연금 달 50만 원 뜯어가는 ㅁㅊ 나라 부가세 뜯기고 소득세 뜯기고 뭐 하면 남는 게 없다 부동산 대출 막아 버리니 금리 대출 쓰지 ,"['건', '보료', '국민연금', '달', '50만', '원', '뜯어가는', 'ㅁㅊ', '나라', '부가세', '뜯기고', '소득세', '뜯기고', '뭐', '하면', '남는', '게', '없다', '부동산', '대출', '막아', '버리니', '금리', '대출', '쓰지']"
431,0, 경제 순환 원활해야 돈 돌고 돈 돌아야 분배 세금 더 거둬서 복지 와 영세 상인  젊은 층 고용 에도 쓸 수 있는 이다  최저임금 보통 문제 아니고 영세 상인 과 월 백만 원 이라도 벌어야 소득 층 문제 라는 잊이 말아야 한다  모든 영세 자영 업자 에게만 돌리고 아무런 상관 없는 민노총  한노총 잘 보 이기 식 정책 펴지 마라  제발 실물 경제 공부 좀 해 라  ,"['경제', '순환', '원활해야', '돈', '돌고', '돈', '돌아야', '분배', '세금', '더', '거둬서', '복지', '와', '영세', '상인', '젊은', '층', '고용', '에도', '쓸', '수', '있는', '이다', '최저임금', '보통', '문제', '아니고', '영세', '상인', '과', '월', '백만', '원', '이라도', '벌어야', '소득', '층', '문제', '라는', '잊이', '말아야', '한다', '모든', '영세', '자영', '업자', '에게만', '돌리고', '아무런', '상관', '없는', '민노총', '한노총', '잘', '보', '이기', '식', '정책', '펴지', '마라', '제발', '실물', '경제', '공부', '좀', '해', '라']"
432,1, 게 문죄인 때문 이다 ,"['게', '문죄인', '때문', '이다']"
433,1, 문 슬람 ㅋㅋㅋㅋㅋㅋ 자영 업자 아니면서 자영 업자 인 척 무지하네 ㅋㅋ 최저임금 오르면 종업원 명당 얼마 더 줘야 하는지 아냐  물가는안 올랐냐  ㅋㅋㅋㅋ 세금 올랐냐  건 보료  국민연금  ㅋㅋㅋ 머  대통령 하나 바뀌었다고 자 영업 망하냐고  문 재원 들어서 실시 거임 ㅋㅋ 이명 박근혜 때문 이라고  ㅋㅋㅋㅋ 왜 이명 박근혜 때문 이냐  근거 가져와라 무식한 새끼 선동 하면 되는지 ㅋㅋㅋㅋ ,"['문', '슬람', 'ㅋㅋㅋㅋㅋㅋ', '자영', '업자', '아니면서', '자영', '업자', '인', '척', '무지하네', 'ㅋㅋ', '최저임금', '오르면', '종업원', '명당', '얼마', '더', '줘야', '하는지', '아냐', '물가는안', '올랐냐', 'ㅋㅋㅋㅋ', '세금', '올랐냐', '건', '보료', '국민연금', 'ㅋㅋㅋ', '머', '대통령', '하나', '바뀌었다고', '자', '영업', '망하냐고', '문', '재원', '들어서', '실시', '거임', 'ㅋㅋ', '이명', '박근혜', '때문', '이라고', 'ㅋㅋㅋㅋ', '왜', '이명', '박근혜', '때문', '이냐', '근거', '가져와라', '무식한', '새끼', '선동', '하면', '되는지', 'ㅋㅋㅋㅋ']"
434,1, 경제 바닥 인데 대통령 해외 순방  이건 직무 유기  내 나라 내 국민 먼저 인건 기본 아니냐  탄핵 언제 하냐  참여 백 퍼 각 이다 ,"['경제', '바닥', '인데', '대통령', '해외', '순방', '이건', '직무', '유기', '내', '나라', '내', '국민', '먼저', '인건', '기본', '아니냐', '탄핵', '언제', '하냐', '참여', '백', '퍼', '각', '이다']"
435,1, 재인 이러다가 탄핵 간다  대출 왜 다중 채무 이어지는지 알겠니  대출 필요한 만큼도 받게 만들고 경기 더욱 나빠지고 그렇다고 가게 정리 하자니 들어올 때 권리금 챙기게 생겨 버리니 방법 없이 다중 채무 가는 거야  자 영업 뿐 아니라 중소기업 서민 똑같은 상황 ,"['재인', '이러다가', '탄핵', '간다', '대출', '왜', '다중', '채무', '이어지는지', '알겠니', '대출', '필요한', '만큼도', '받게', '만들고', '경기', '더욱', '나빠지고', '그렇다고', '가게', '정리', '하자', '니', '들어올', '때', '권리금', '챙기게', '생겨', '버리니', '방법', '없이', '다중', '채무', '가는', '거야', '자', '영업', '뿐', '아니라', '중소기업', '서민', '똑같은', '상황']"
436,1, 이명박 그네 똥 물 재앙 치운다는 헛소리 문 베충 왜 이리 많냐  물 재앙 온 나라 똥 통 만들고 북한 설사  해외 개똥 취급 당하는 거 너희 모른다  대기업 때려 잡고 최저임금 2년 만에 35 올렸는데 경기 죽는 게 이상한 거  문 베충  머리 액세서리 아니다  생각 좀 하면서 살아라  선동 당하지 말고  ,"['이명박', '그네', '똥', '물', '재앙', '치운다는', '헛소리', '문', '베충', '왜', '이리', '많냐', '물', '재앙', '온', '나라', '똥', '통', '만들고', '북한', '설사', '해외', '개똥', '취급', '당하는', '거', '너희', '모른다', '대기업', '때려', '잡고', '최저임금', '2년', '만에', '35', '올렸는데', '경기', '죽는', '게', '이상한', '거', '문', '베충', '머리', '액세서리', '아니다', '생각', '좀', '하면서', '살아라', '선동', '당하지', '말고']"
437,0, 돌려 막기 누가 하라 부추겼니  자기 대출받아서 필요한데 잘 쓰고 이제 와서 앓는 소리 하니  분수 맞게 사는 많다  뱁새 주제 모르고 다니다 가랑이 찢어지는 거지 누굴 탓 하냐 지금 ,"['돌려', '막기', '누가', '하라', '부추겼니', '자기', '대출받아서', '필요한데', '잘', '쓰고', '이제', '와서', '앓는', '소리', '하니', '분수', '맞게', '사는', '많다', '뱁새', '주제', '모르고', '다니다', '가랑이', '찢어지는', '거지', '누굴', '탓', '하냐', '지금']"
438,0, 브라질 좌파 정권 10년 이상 지속 되다 보니 나라 꼴 말 아니다  그래서 이번 대선 우파 승리 하여 내년 부터 우파 정부 시작 된단다  브라질 국민 우리 보다 빨리 이런 경험 빨리 셈 이다  지금 우리나라 좌파 이념 동조 젖어 있는 철 없고 고집 센 집단 빨리 정신 차리기 기원  ,"['브라질', '좌파', '정권', '10년', '이상', '지속', '되다', '보니', '나라', '꼴', '말', '아니다', '그래서', '이번', '대선', '우파', '승리', '하여', '내년', '부터', '우파', '정부', '시작', '된단다', '브라질', '국민', '우리', '보다', '빨리', '이런', '경험', '빨리', '셈', '이다', '지금', '우리나라', '좌파', '이념', '동조', '젖어', '있는', '철', '없고', '고집', '센', '집단', '빨리', '정신', '차리기', '기원']"
439,0, 정권 경제 어쩌려  보통 국민 대다수 대출 자 인데 정말 담 엔 누굴 찍어야 하나 고민 이다  경제 순환 이다  한마디 한다  어쨌든 돈 돌아야 한단 얘기  ,"['정권', '경제', '어쩌려', '보통', '국민', '대다수', '대출', '자', '인데', '정말', '담', '엔', '누굴', '찍어야', '하나', '고민', '이다', '경제', '순환', '이다', '한마디', '한다', '어쨌든', '돈', '돌아야', '한단', '얘기']"
440,0, 한국 당 옳았다는 게 입증 됐더군요  좌익 분들 늘 한국 당 최저임금 과 법인세 인상 신중했던 게 부자 와 기득권 위 해서라고 비난 했지만 알 보니 국가 와 국민 위 이었죠  지금 최저임금 과 법인세 인상 결과 소득 층 거의 역대 최대로 어려워졌고 실업률 과 물가 폭등 성장 률 폭락 수출 증가 율도 15 4 폭락 경상수지 흑자 천억 달러 6 백억 대로 폭락 자영 업자 엄청나게 망하지 않습니까  또 원전 이번 체코 가서 원전 수주 하려 원전 좋다고 선전 하게 됐고 4 대 강도 필요 없다더니 없애고 잠깐 물 뺐는데 수질 악화 ,"['한국', '당', '옳았다는', '게', '입증', '됐더군요', '좌익', '분들', '늘', '한국', '당', '최저임금', '과', '법인세', '인상', '신중했던', '게', '부자', '와', '기득권', '위', '해서라고', '비난', '했지만', '알', '보니', '국가', '와', '국민', '위', '이었죠', '지금', '최저임금', '과', '법인세', '인상', '결과', '소득', '층', '거의', '역대', '최대로', '어려워졌고', '실업률', '과', '물가', '폭등', '성장', '률', '폭락', '수출', '증가', '율도', '15', '4', '폭락', '경상수지', '흑자', '천억', '달러', '6', '백억', '대로', '폭락', '자영', '업자', '엄청나게', '망하지', '않습니까', '또', '원전', '이번', '체코', '가서', '원전', '수주', '하려', '원전', '좋다고', '선전', '하게', '됐고', '4', '대', '강도', '필요', '없다더니', '없애고', '잠깐', '물', '뺐는데', '수질', '악화']"
441,1, 나라 이렇게 빠른 속도 망치는 건 대단한 재주 가졌을 줄 이야 경제 포망 어벤저스 ,"['나라', '이렇게', '빠른', '속도', '망치는', '건', '대단한', '재주', '가졌을', '줄', '이야', '경제', '포망', '어벤저스']"
442,0, 소상 공인 대출받으러 갔다가 대출 상품 소진 되었다고 돈 빌려 달라 찾아온 지인 에게 빌려주고 같이 소주 잔 기울였는데 술 취해 말  quot ; 너 문재인 찍었나  quot ; 라는 말 대답 얼버무림  아쉬운 소리 살 지만 넉넉하진 않은데 반해 여태 한번 한적 없는 정부 탓 과 의심 처음 해본다  ,"['소상', '공인', '대출받으러', '갔다가', '대출', '상품', '소진', '되었다고', '돈', '빌려', '달라', '찾아온', '지인', '에게', '빌려주고', '같이', '소주', '잔', '기울였는데', '술', '취해', '말', 'quot', ';', '너', '문재인', '찍었나', 'quot', ';', '라는', '말', '대답', '얼버무림', '아쉬운', '소리', '살', '지만', '넉넉하진', '않은데', '반해', '여태', '한번', '한적', '없는', '정부', '탓', '과', '의심', '처음', '해본다']"
443,1, 문재인 자신 공약 대로 소득 주도 성장  저녁 있는 삶 등 성실하게 나라 경제 말아먹고 있다  지금 과 같은 고용 쇼크  자 영업 쇼크  집값 쇼크  물가 쇼크 이렇게 될 줄 뻔히 알았으면서도 613 때 지방 권력 까지 통째 사회주의 넘겨준 대다수 국민 잘못 이다  이대로 가다가 내 년도 IMF 아니면 세 컨 더리 보이콧 둘 중 하나 뚜 드려 맞을 가능성 높다  이제 라도 정신 차리고 하루 라도 빨리 문 파 탈출 내후년 총선 때 만이라도 투표 제대로 했으면 한다  ,"['문재인', '자신', '공약', '대로', '소득', '주도', '성장', '저녁', '있는', '삶', '등', '성실하게', '나라', '경제', '말아먹고', '있다', '지금', '과', '같은', '고용', '쇼크', '자', '영업', '쇼크', '집값', '쇼크', '물가', '쇼크', '이렇게', '될', '줄', '뻔히', '알았으면서도', '613', '때', '지방', '권력', '까지', '통째', '사회주의', '넘겨준', '대다수', '국민', '잘못', '이다', '이대로', '가다가', '내', '년도', 'IMF', '아니면', '세', '컨', '더리', '보이콧', '둘', '중', '하나', '뚜', '드려', '맞을', '가능성', '높다', '이제', '라도', '정신', '차리고', '하루', '라도', '빨리', '문', '파', '탈출', '내후년', '총선', '때', '만이라도', '투표', '제대로', '했으면', '한다']"
444,0, 금리 더욱 위험하다  ,"['금리', '더욱', '위험하다']"
445,1, 죄 어 임금 올라서 좋아하던 개돼지  젓 됐네  ㅎㅎㅎ 부메랑 돌아올거다  ㅎㅎㅎ ,"['죄', '어', '임금', '올라서', '좋아하던', '개돼지', '젓', '됐네', 'ㅎㅎㅎ', '부메랑', '돌아올거다', 'ㅎㅎㅎ']"
446,1, 때 까지 최악 대통령 이네  북 퍼줘 경제 살리고 퍼주던 ㄴ 기 ㅣㅁㅣ ,"['때', '까지', '최악', '대통령', '이네', '북', '퍼줘', '경제', '살리고', '퍼주던', 'ㄴ', '기', 'ㅣㅁㅣ']"
447,0, 영업 이익 알 봐 쓸 형편 안되고 직원 9 명 → 7 → 5 → 3 명 부부 열 몇 명일 맡아하다 여름 쓰러져서 응급실 갔다 옴  접어야 되나 접으면 어떻게 살 정말 앞길 막막 하루하루 무섭다 ,"['영업', '이익', '알', '봐', '쓸', '형편', '안되고', '직원', '9', '명', '→', '7', '→', '5', '→', '3', '명', '부부', '열', '몇', '명일', '맡아하다', '여름', '쓰러져서', '응급실', '갔다', '옴', '접어야', '되나', '접으면', '어떻게', '살', '정말', '앞길', '막막', '하루하루', '무섭다']"
448,0, 경기 너무 좋다 보니  어려운 환경 속 에서도 간신히 버티는데  올해 세수 4조 원 펑크 나서 연말 세무조사 나간 곳 엄청납니다  사업 장 분위기 쑥대밭 되어 버린 곳 많다고 합니다  ,"['경기', '너무', '좋다', '보니', '어려운', '환경', '속', '에서도', '간신히', '버티는데', '올해', '세수', '4조', '원', '펑크', '나서', '연말', '세무조사', '나간', '곳', '엄청납니다', '사업', '장', '분위기', '쑥대밭', '되어', '버린', '곳', '많다고', '합니다']"
449,1, 게 높은 문제 인 고집 때문 이다 초저 실업률 ᆞ 경기 하향 물가 상승 ᆢ 임금 상승 ᆢ 도대체 북한 한테 신경 써고 뭐 겁 니까  ,"['게', '높은', '문제', '인', '고집', '때문', '이다', '초저', '실업률', 'ᆞ', '경기', '하향', '물가', '상승', 'ᆢ', '임금', '상승', 'ᆢ', '도대체', '북한', '한테', '신경', '써고', '뭐', '겁', '니까']"
450,1, 최저 시급 급격한 상승 물가 상승 과 관련 없다며 입 거품 물던 무뇌 께서는 어디 계시나요 경제성장 맞게 최저 시급 올리는 게 경제 에서는 당연한 상식 입니다 최저 시급 사회 안전 망 역할 이지 삶 질 올려주는 역할 아닙니다 삶 질 실질 소득 과 관련 있습니다 아무리 최저 시급 올라도 물가 따라잡아 버리면 시급 원 소용 없지요 실질 소득 증가 위 해서는 물가 상승 안정 적이어야 일자리 많아야 합니다 그러나 우리나라 기업 0 빠져나가고 있지요 참 화가 현실 이지만 버티려고 노력 중 입니다 ,"['최저', '시급', '급격한', '상승', '물가', '상승', '과', '관련', '없다며', '입', '거품', '물던', '무뇌', '께서는', '어디', '계시나요', '경제성장', '맞게', '최저', '시급', '올리는', '게', '경제', '에서는', '당연한', '상식', '입니다', '최저', '시급', '사회', '안전', '망', '역할', '이지', '삶', '질', '올려주는', '역할', '아닙니다', '삶', '질', '실질', '소득', '과', '관련', '있습니다', '아무리', '최저', '시급', '올라도', '물가', '따라잡아', '버리면', '시급', '원', '소용', '없지요', '실질', '소득', '증가', '위', '해서는', '물가', '상승', '안정', '적이어야', '일자리', '많아야', '합니다', '그러나', '우리나라', '기업', '0', '빠져나가고', '있지요', '참', '화가', '현실', '이지만', '버티려고', '노력', '중', '입니다']"
451,1, 기업체 찬조 금 받아 쳐 먹고 생활 하던 놈 정치 하니 경제 알겠어  국민 찬조 금 받을 데 없구먼  재앙 이여  재앙  ,"['기업체', '찬조', '금', '받아', '쳐', '먹고', '생활', '하던', '놈', '정치', '하니', '경제', '알겠어', '국민', '찬조', '금', '받을', '데', '없구먼', '재앙', '이여', '재앙']"
452,1, 어리석은 선택 대가 니  그냥 비싼 돈 주고 조용히 처 먹어라  슬프고 슬픈 어리석은 민족 이다  어찌 저런 자 선동 과 거짓 넘어가는 건지  슬프고 슬프다  어리석고 무능하고 북괴 편향 된 문재인 집단 선택 대한민국  히틀러 선택 독일 이상 처참한 대가 치를  ,"['어리석은', '선택', '대가', '니', '그냥', '비싼', '돈', '주고', '조용히', '처', '먹어라', '슬프고', '슬픈', '어리석은', '민족', '이다', '어찌', '저런', '자', '선동', '과', '거짓', '넘어가는', '건지', '슬프고', '슬프다', '어리석고', '무능하고', '북괴', '편향', '된', '문재인', '집단', '선택', '대한민국', '히틀러', '선택', '독일', '이상', '처참한', '대가', '치를']"
453,1, 머 야 ㅋ 떡볶이 민정 비싸진 건 프랜차이즈 때문 이지  골목 상권 죽 이고 대기업 먹으면서 프랜차이즈 화 시킨 거 잖아  솔직히 cj 양 아치 임 ,"['머', '야', 'ㅋ', '떡볶이', '민정', '비싸진', '건', '프랜차이즈', '때문', '이지', '골목', '상권', '죽', '이고', '대기업', '먹으면서', '프랜차이즈', '화', '시킨', '거', '잖아', '솔직히', 'cj', '양', '아치', '임']"
454,0,  lt ; lt ; 교육 · 의료 등 정부 영향 받는 관리 물가 포함 된 공공 서비스 물가 상 승률  02 ％ 기록 해 작년 보다  10 ％  보다 큰 폭 하락 했다  근원 물가 상 승률 대한 품목 별 기여 도도 개인 서비스 물가 10 ％ p 기록 했으나  공공 서비스 물가 00 ％ 였다  정부 복지 정책 강화 등 상 승률 크게 낮아진 이라고 설명 했다   gt ; gt ; 이런 내용 왜 빼지 금리 인하 하면서 밝힌 설명 인데 ,"['lt', ';', 'lt', ';', '교육', '·', '의료', '등', '정부', '영향', '받는', '관리', '물가', '포함', '된', '공공', '서비스', '물가', '상', '승률', '02', '％', '기록', '해', '작년', '보다', '10', '％', '보다', '큰', '폭', '하락', '했다', '근원', '물가', '상', '승률', '대한', '품목', '별', '기여', '도도', '개인', '서비스', '물가', '10', '％', 'p', '기록', '했으나', '공공', '서비스', '물가', '00', '％', '였다', '정부', '복지', '정책', '강화', '등', '상', '승률', '크게', '낮아진', '이라고', '설명', '했다', 'gt', ';', 'gt', ';', '이런', '내용', '왜', '빼지', '금리', '인하', '하면서', '밝힌', '설명', '인데']"
455,1, 잘만 먹고 다니는데 ㅋㅋㅋㅋ 현실 해외 나가는 최대 인터넷 쇼핑 최대 수출 최대 소비 최대 대체 언론 경제 프레임 짜는 이유 뭐임  ,"['잘만', '먹고', '다니는데', 'ㅋㅋㅋㅋ', '현실', '해외', '나가는', '최대', '인터넷', '쇼핑', '최대', '수출', '최대', '소비', '최대', '대체', '언론', '경제', '프레임', '짜는', '이유', '뭐임']"
456,0, 떡볶이 랑 김밥 프랜차이즈 점령 해가지고 프리미엄 이미지 부여 하면서 가격 확 뛴 느낌  떡 아딸 등 시작 동네 분식집 하나 둘 없어지기 시작 바르다 김 선생 등 시작 해서 김밥천국 없어지기 시작  가격 오르고  ,"['떡볶이', '랑', '김밥', '프랜차이즈', '점령', '해가지고', '프리미엄', '이미지', '부여', '하면서', '가격', '확', '뛴', '느낌', '떡', '아딸', '등', '시작', '동네', '분식집', '하나', '둘', '없어지기', '시작', '바르다', '김', '선생', '등', '시작', '해서', '김밥천국', '없어지기', '시작', '가격', '오르고']"
457,0, 물가 계속 올라왔어 다시 꺾이진 않겠지 그러니 최저임금 올려서 밸런스 맞추자는 거 아닌가  솔직히 230 대 애 부모 세대 초봉 정도 받고 일 많잖아  ,"['물가', '계속', '올라왔어', '다시', '꺾이진', '않겠지', '그러니', '최저임금', '올려서', '밸런스', '맞추자는', '거', '아닌가', '솔직히', '230', '대', '애', '부모', '세대', '초봉', '정도', '받고', '일', '많잖아']"
458,1, 응 그래도 지지율 50 프로 넘어 대가리 더 깨져도 정신 차려 ,"['응', '그래도', '지지율', '50', '프로', '넘어', '대가리', '더', '깨져도', '정신', '차려']"
459,1, ㅋㅋ 물가 매년 올랐는데 꼭 이번 정권 에서만 오르는것처럼 ㅋㅋ 멍청한것도 아니고 프레임 씌우려고 아주 난리 네 ㅋㅋㅋㅋ ,"['ㅋㅋ', '물가', '매년', '올랐는데', '꼭', '이번', '정권', '에서만', '오르는것처럼', 'ㅋㅋ', '멍청한것도', '아니고', '프레임', '씌우려고', '아주', '난리', '네', 'ㅋㅋㅋㅋ']"
460,1, 베네수엘라 문재인 같은 놈 하나 더 있는데 두 놈 정책 매우 흡사해서 놀라 움 금치 하게 된다  세계 최대 산유 국 부자 나라 불과 56년 만에 최대 빈국 전락  물가 상 승률 100만 인상  국민 230만 명 고국 탈출 난민 전락  전 국민 쓰레기통 뒤지기  전 국민 몸무게 10 kg 줄임  공통점 1  소득 주도 성장 고집  2  포퓰리즘  3  반미  4 좌파  5  최저임금 급격히 올 리기  6  무상 복지  7 세금 공무원 늘리기  8  경제 파탄 전 정권 탓  똑같지 않음  문재인 당장 2 끌어내리지 않으면 조만간 베네수엘라 꼴 날것  ,"['베네수엘라', '문재인', '같은', '놈', '하나', '더', '있는데', '두', '놈', '정책', '매우', '흡사해서', '놀라', '움', '금치', '하게', '된다', '세계', '최대', '산유', '국', '부자', '나라', '불과', '56년', '만에', '최대', '빈국', '전락', '물가', '상', '승률', '100만', '인상', '국민', '230만', '명', '고국', '탈출', '난민', '전락', '전', '국민', '쓰레기통', '뒤지기', '전', '국민', '몸무게', '10', 'kg', '줄임', '공통점', '1', '소득', '주도', '성장', '고집', '2', '포퓰리즘', '3', '반미', '4', '좌파', '5', '최저임금', '급격히', '올', '리기', '6', '무상', '복지', '7', '세금', '공무원', '늘리기', '8', '경제', '파탄', '전', '정권', '탓', '똑같지', '않음', '문재인', '당장', '2', '끌어내리지', '않으면', '조만간', '베네수엘라', '꼴', '날것']"
